0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68675	0.000	0.000	0.000	00
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68707	6.272	-0.011	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68750	6.258	-0.025	0.000	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68785	6.269	-0.015	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68826	6.254	-0.029	0.001	-0
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68860	6.258	-0.025	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68894	0.015	0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68927	6.269	-0.015	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68960	6.276	-0.007	0.001	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
68995	6.283	-0.000	0.002	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69027	0.011	0.011	0.001	-1
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69062	0.040	0.040	0.001	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69097	0.018	0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69128	6.265	-0.018	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69171	0.004	0.004	0.000	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69213	0.007	0.007	0.001	-0
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69245	0.029	6.312	6.283	00
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69289	0.054	6.338	6.282	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69321	0.029	6.312	6.281	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69353	0.036	6.319	6.280	01
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69386	0.015	6.298	6.280	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69422	0.022	6.305	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69453	0.018	6.301	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69485	0.004	6.287	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69516	6.276	6.276	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69548	6.283	6.283	6.279	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69591	6.280	6.280	6.278	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69625	6.265	6.265	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69658	6.280	6.280	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69701	0.007	6.290	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69733	0.018	6.301	6.279	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69775	0.007	6.290	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69817	6.265	6.265	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69851	0.007	6.290	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69882	6.283	6.283	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69913	6.272	6.272	6.278	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69947	6.272	6.272	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
69990	6.254	6.254	6.279	02
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70031	6.251	6.251	6.280	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70065	6.261	6.261	6.282	01
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70105	6.258	6.258	6.283	00
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70147	6.261	-0.022	0.000	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70189	6.283	-0.000	0.025	-0
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70230	0.112	0.112	0.112	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70262	0.134	0.134	0.185	-1
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70294	0.203	0.203	0.254	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70325	0.257	0.257	0.323	-2
70357	0.348	0.348	0.390	-3
70357	0.348	0.348	0.390	-3
70357	0.348	0.348	0.390	-3
70357	0.348	0.348	0.390	-3
70357	0.348	0.348	0.390	-3
70357	0.348	0.348	0.390	-3
70357	0.348	0.348	0.390	-3
